yrsempl,creddebt,othdebt,default,jobsat,homeown,address,cars,carvalue,2,3,4,5
15.0,2.073464,4.4213445,0,4,0,35,3,33.9,1,0,0,0
3.0,0.3876075,0.9823265,0,1,0,4,3,16.8,0,0,1,0
15.0,2.073464,2.471976,0,5,1,38,3,17.6,1,0,0,0
2.0,0.409219,2.577781,0,2,1,2,3,13.9,0,1,0,0
11.0,2.073464,4.4213445,0,3,1,31,2,28.0,1,0,0,0
15.0,0.3876075,0.9823265,0,5,0,14,2,11.3,1,0,0,0
9.0,2.073464,4.4213445,0,4,0,21,3,33.2,1,0,0,0
3.0,0.3876075,0.9823265,0,2,1,2,3,18.7,0,0,0,0
15.0,1.06568,3.77832,0,5,1,39,1,16.6,1,0,0,0
2.0,0.3876075,0.9823265,0,1,1,2,2,11.3,1,0,0,0
2.0,0.3876075,0.9823265,0,1,1,4,2,11.3,0,0,1,0
2.0,1.3566,2.6334,1,2,0,2,5,22.6,0,0,0,0
15.0,0.701778,1.344222,0,4,0,18,2,15.0,1,0,0,0
15.0,0.66816,2.81184,0,4,1,26,1,26.9,0,1,0,0
2.0,2.073464,2.565108,1,1,1,0,5,12.8,1,0,0,0
8.0,1.214514,2.187486,0,5,1,40,1,11.3,1,0,0,0
15.0,1.489455,4.4213445,0,4,0,37,3,15.4,0,1,0,0
2.0,0.722304,1.785696,1,1,1,3,4,20.1,0,0,1,0
7.0,0.3876075,0.9823265,0,3,0,2,2,22.0,0,0,0,0
15.0,2.073464,0.9823265,0,3,1,37,1,19.6,1,0,0,0
4.0,0.3876075,1.2597,0,5,0,7,3,11.3,0,0,0,0
8.0,1.959758,2.566242,0,3,1,13,1,20.3,0,0,0,0
15.0,0.8508,0.9823265,0,4,1,53,1,12.0,0,0,0,0
2.0,1.805312,1.720688,1,3,1,10,2,23.0,0,1,0,0
15.0,0.3876075,0.9823265,0,5,1,29,2,11.3,0,0,0,1
2.0,0.3876075,0.9823265,0,1,1,4,4,11.3,1,0,0,0
3.0,0.3876075,1.08108,0,3,1,15,2,11.3,0,1,0,0
15.0,1.159256,4.4213445,0,4,1,16,3,30.2,0,0,0,0
5.0,2.073464,2.683926,1,5,1,3,2,23.3,0,1,0,0
3.0,0.57105,3.65895,0,2,1,16,2,33.9,0,0,0,1
2.0,0.3876075,1.227744,1,1,0,1,2,11.3,0,1,0,0
3.0,1.118733,1.114267,0,4,1,2,2,18.6,1,0,0,0
2.0,0.3876075,0.9823265,0,1,1,4,2,11.3,0,0,1,0
15.0,0.3876075,0.9823265,0,3,1,28,1,11.3,0,0,0,0
12.0,1.002115,3.658885,0,3,1,46,5,30.4,0,1,0,0
2.0,1.0761,4.0239,1,3,0,1,6,18.6,0,1,0,0
2.0,0.3876075,2.193,1,2,1,1,2,11.3,0,1,0,0
10.0,0.49266,3.07734,0,2,1,10,5,25.7,0,0,0,0
8.0,1.45442,0.9823265,0,5,0,11,3,14.3,0,0,1,0
11.0,0.3876075,0.9823265,0,4,0,40,3,11.3,0,0,0,0
15.0,0.3876075,1.964315,0,5,1,22,1,33.9,0,0,0,1
15.0,0.3876075,1.403766,0,2,0,35,3,11.3,0,0,0,0
7.0,0.6048,0.9823265,0,2,0,7,1,11.3,0,1,0,0
12.0,0.53196,1.18404,0,3,1,42,2,17.7,1,0,0,0
15.0,2.073464,4.28352,0,5,1,21,3,33.9,0,1,0,0
10.0,0.677376,1.338624,0,3,1,5,5,33.9,1,0,0,0
2.0,0.3876075,0.9823265,0,1,1,0,2,11.3,1,0,0,0
14.0,2.073464,2.70336,0,5,0,21,4,23.8,0,0,0,0
7.0,0.563388,1.032612,0,5,1,27,1,11.3,0,0,0,0
2.0,0.3876075,0.9823265,0,1,1,3,1,11.3,0,0,1,0
6.0,0.3876075,0.9823265,0,3,0,3,3,28.6,0,0,1,0
10.0,0.570276,2.495724,0,3,0,4,3,26.7,0,0,1,0
15.0,2.073464,4.4213445,1,4,1,32,2,33.9,0,1,0,0
4.0,2.073464,3.888864,0,4,1,7,4,28.3,0,1,0,0
4.0,1.03545,2.79955,0,4,1,16,3,33.9,0,0,1,0
14.0,0.3876075,1.343,0,4,1,29,5,33.9,0,0,0,0
2.0,0.464896,0.9823265,0,1,1,0,2,11.3,1,0,0,0
3.0,0.3876075,4.4213445,1,4,1,16,3,26.6,0,0,0,1
14.0,2.073464,4.4213445,0,5,1,28,4,25.7,0,0,1,0
4.0,0.733062,1.180938,0,5,1,20,4,11.4,1,0,0,0
7.0,0.3876075,4.4213445,0,4,0,9,5,33.9,0,0,0,1
6.0,0.779712,1.204288,0,4,1,4,2,12.9,0,0,0,0
8.0,1.6236,4.4213445,0,2,1,6,2,22.5,0,1,0,0
7.0,0.3876075,2.3436,0,3,0,16,1,33.9,1,0,0,0
15.0,0.85785,0.9823265,0,5,0,32,1,33.9,0,0,0,0
2.0,1.095168,4.4213445,1,3,1,6,1,12.4,0,0,0,1
15.0,0.631098,2.761902,0,5,0,15,1,33.9,1,0,0,0
3.0,0.3876075,0.9823265,0,3,1,4,1,14.5,0,1,0,0
13.0,0.3876075,4.4213445,0,2,1,28,2,33.6,0,0,0,0
15.0,0.3876075,0.9823265,0,5,0,6,7,11.3,0,0,0,0
9.0,0.3876075,0.9823265,0,1,1,6,4,19.2,0,0,0,0
9.0,0.3876075,0.9823265,0,3,1,12,2,11.3,0,0,1,0
15.0,1.796526,4.4213445,0,3,1,15,3,33.9,0,1,0,0
9.0,1.100274,1.713726,0,2,1,34,5,11.3,0,0,0,0
15.0,0.3876075,1.182748,0,4,1,18,3,33.9,1,0,0,0
11.0,0.3876075,0.9823265,0,4,1,17,3,30.0,0,0,0,0
2.0,0.3876075,1.65984,0,2,1,1,2,11.3,1,0,0,0
15.0,2.073464,4.4213445,1,5,1,32,5,33.9,0,1,0,0
9.0,0.39975,2.26525,0,5,1,28,2,23.9,0,0,0,0
2.0,0.81258,0.9823265,0,2,1,3,4,20.1,0,1,0,0
6.0,0.389844,1.038156,0,2,0,48,2,15.3,0,1,0,0
15.0,2.052545,1.632455,0,5,1,25,1,33.9,1,0,0,0
7.0,1.69713,3.20787,0,3,1,7,1,15.6,1,0,0,0
2.0,0.886256,3.705744,1,1,1,0,2,18.8,1,0,0,0
6.0,0.804804,4.4213445,1,3,0,4,3,33.4,1,0,0,0
2.0,1.753752,2.250248,1,1,0,1,2,13.7,0,1,0,0
2.0,0.3876075,0.9823265,0,1,0,4,4,11.3,0,0,0,1
2.0,0.3876075,0.9823265,0,1,0,0,1,12.5,1,0,0,0
9.0,0.483516,1.514484,0,1,1,6,4,11.3,1,0,0,0
15.0,0.3876075,0.9823265,0,5,0,19,2,11.3,0,1,0,0
2.0,0.438,0.9823265,0,1,1,4,3,11.3,0,1,0,0
10.0,0.3876075,0.9823265,0,3,1,22,2,11.3,1,0,0,0
3.0,2.073464,4.4213445,0,2,0,21,1,33.9,0,0,0,1
2.0,0.532224,1.931776,0,1,1,11,1,33.9,0,1,0,0
10.0,1.1264,4.4213445,0,1,1,27,1,33.9,1,0,0,0
15.0,0.549036,3.086964,0,4,1,17,4,33.9,1,0,0,0
8.0,2.073464,4.4213445,1,3,1,31,3,33.9,0,1,0,0
15.0,2.073464,4.4213445,1,3,0,17,2,33.9,0,0,1,0
2.0,0.3876075,0.9823265,1,2,1,6,1,33.0,0,0,0,1
15.0,2.073464,1.16416,0,4,1,42,3,17.1,0,0,0,0
15.0,0.894534,3.716466,0,4,0,43,5,33.9,0,0,0,0
2.0,1.409256,3.696744,1,2,1,2,4,25.5,1,0,0,0
4.0,0.3876075,0.9823265,0,1,0,19,2,11.3,0,0,0,0
2.0,1.739556,1.536444,0,1,0,2,2,13.2,1,0,0,0
6.0,1.464088,4.4213445,0,4,1,10,1,33.9,0,0,1,0
2.0,0.766584,2.041416,1,1,1,9,1,15.9,0,0,1,0
8.0,0.3876075,0.9823265,0,1,1,19,3,11.8,0,1,0,0
5.0,0.412335,1.792665,0,3,0,6,2,21.2,0,1,0,0
6.0,1.207016,4.4213445,1,3,1,18,4,14.7,0,0,1,0
3.0,0.68019,2.63781,1,3,0,3,3,17.8,1,0,0,0
15.0,0.3876075,1.0476,0,2,1,33,2,11.3,1,0,0,0
15.0,0.3876075,1.351296,0,4,0,44,2,12.8,0,0,0,0
4.0,0.709128,4.4213445,0,3,1,20,3,33.9,0,0,1,0
15.0,2.073464,4.4213445,0,3,1,41,4,33.9,1,0,0,0
12.0,0.3876075,1.91292,0,1,1,30,1,11.3,0,0,0,0
15.0,2.073464,4.4213445,1,5,0,34,4,33.9,0,0,0,0
6.0,0.67095,2.47905,0,4,0,14,2,21.1,0,0,1,0
14.0,0.54385,3.10615,0,4,0,13,1,11.3,0,0,0,0
15.0,0.5754,1.5246,0,1,1,29,3,11.3,0,0,0,0
2.0,0.3876075,0.9823265,1,2,1,0,2,11.3,1,0,0,0
2.0,0.814512,2.593488,0,3,1,4,1,11.3,0,0,1,0
12.0,0.738,0.9823265,1,3,0,4,2,11.3,1,0,0,0
11.0,0.3876075,0.9823265,0,5,0,6,3,33.9,1,0,0,0
11.0,0.3876075,0.9823265,0,1,1,39,1,11.3,0,0,0,1
3.0,0.3876075,4.4213445,0,1,1,10,3,33.9,0,1,0,0
3.0,2.073464,4.4213445,1,3,1,7,1,29.6,0,0,1,0
2.0,0.584292,1.416708,0,1,1,2,3,15.7,0,1,0,0
2.0,0.3876075,4.14252,1,4,0,12,4,13.2,0,1,0,0
3.0,1.303968,3.208032,0,5,1,10,4,24.0,0,0,0,0
15.0,0.3876075,0.9823265,0,5,1,17,1,33.8,1,0,0,0
15.0,0.3876075,0.9823265,0,4,1,26,1,11.3,0,1,0,0
5.0,0.3876075,0.9823265,0,3,1,10,2,20.7,1,0,0,0
11.0,0.67452,0.9823265,0,1,1,20,3,26.3,1,0,0,0
2.0,0.496938,1.297062,1,1,0,3,4,13.6,0,0,1,0
2.0,0.693528,0.9823265,0,2,1,3,2,11.3,0,0,1,0
2.0,1.047816,0.9823265,0,2,0,1,2,11.3,0,1,0,0
3.0,2.073464,4.4213445,1,5,0,12,1,33.9,0,0,1,0
5.0,1.43736,1.95264,0,2,1,5,3,12.7,1,0,0,0
4.0,0.849555,4.4213445,0,2,1,26,3,33.9,0,0,1,0
2.0,0.3876075,0.9823265,1,1,0,2,2,11.3,0,0,1,0
2.0,0.607475,0.9823265,1,4,0,6,2,15.9,0,0,1,0
9.0,0.48735,4.4213445,0,5,1,38,1,27.9,0,0,1,0
15.0,1.213632,4.4213445,0,4,1,45,4,33.9,0,0,0,0
3.0,0.603126,3.527874,1,4,1,9,3,13.0,0,1,0,0
7.0,0.3876075,1.017681,0,3,1,15,1,11.3,0,1,0,0
2.0,0.3876075,0.9823265,0,3,1,2,3,12.9,0,1,0,0
2.0,0.3876075,0.9823265,0,1,0,2,1,11.3,0,1,0,0
10.0,1.16622,0.9823265,0,5,1,12,1,33.9,0,1,0,0
6.0,1.451277,2.481723,0,3,1,15,2,33.9,0,0,1,0
15.0,0.3876075,0.9823265,0,3,0,19,2,11.3,0,1,0,0
6.0,2.073464,4.4213445,1,5,1,36,3,33.9,0,0,1,0
3.0,0.3876075,0.9823265,0,2,1,12,1,13.6,0,0,0,0
9.0,1.2012,0.9823265,0,3,1,3,3,19.9,0,0,0,0
2.0,1.02102,2.71898,1,4,0,5,1,21.2,0,0,1,0
5.0,1.46955,1.56045,0,2,0,6,3,13.7,0,0,0,1
11.0,2.073464,4.4213445,1,3,0,15,1,33.9,0,0,1,0
11.0,1.44864,1.43136,0,4,0,7,3,19.0,0,1,0,0
12.0,0.3876075,0.9823265,0,3,0,9,3,11.3,1,0,0,0
15.0,0.3876075,2.185656,0,3,0,5,2,16.7,0,1,0,0
15.0,0.774972,4.4213445,0,5,0,9,3,33.9,1,0,0,0
5.0,1.634688,4.4213445,0,2,1,34,2,22.6,0,0,0,0
2.0,0.70434,1.11566,0,1,1,5,1,18.7,1,0,0,0
14.0,2.0202,3.4398,0,5,1,20,3,31.6,0,0,1,0
6.0,0.3876075,0.9823265,0,2,0,4,2,11.3,0,0,0,0
15.0,2.073464,4.4213445,0,4,0,23,1,33.9,1,0,0,0
6.0,2.073464,4.4213445,0,4,1,16,1,25.4,0,0,1,0
11.0,2.073464,4.4213445,0,2,0,31,2,33.9,0,1,0,0
15.0,2.073464,4.4213445,0,2,0,7,2,33.9,0,0,0,0
15.0,2.073464,2.767728,0,4,1,16,2,33.9,0,0,1,0
2.0,0.78165,1.24335,1,2,0,0,1,11.3,0,1,0,0
3.0,1.054044,1.491956,1,1,1,2,2,11.3,1,0,0,0
4.0,2.073464,2.041578,0,1,1,11,1,17.2,0,0,1,0
4.0,1.395072,2.636928,0,2,1,13,3,13.1,0,0,0,0
8.0,0.438746,1.374254,0,3,0,18,3,26.0,0,1,0,0
3.0,0.787176,1.300824,0,1,0,7,1,11.3,0,1,0,0
4.0,2.073464,4.4213445,1,4,0,5,4,33.9,1,0,0,0
2.0,1.22679,2.64321,0,3,1,8,2,33.9,0,0,1,0
7.0,0.3944,0.9823265,0,2,0,13,2,19.5,0,0,0,0
7.0,1.11259,4.4213445,1,5,0,21,1,13.4,0,0,1,0
6.0,0.543078,2.507922,0,2,0,12,1,15.0,0,1,0,0
2.0,1.654205,3.630795,1,2,1,3,2,13.0,0,0,1,0
2.0,0.3876075,1.0656,0,1,0,0,1,11.3,1,0,0,0
9.0,0.837683,2.473317,0,4,1,20,4,21.1,1,0,0,0
15.0,0.3876075,0.9823265,0,3,0,14,5,33.9,0,0,0,0
4.0,1.200192,0.9823265,0,1,0,21,2,19.6,0,1,0,0
12.0,1.684402,4.374598,0,4,1,21,4,33.9,1,0,0,0
12.0,0.3876075,1.806624,0,1,1,6,3,29.8,1,0,0,0
15.0,2.073464,4.4213445,1,2,1,39,2,33.9,1,0,0,0
15.0,0.591192,4.4213445,0,5,1,28,4,33.9,0,1,0,0
14.0,0.532389,3.190611,0,5,1,25,2,27.9,0,0,0,0
2.0,1.057536,0.9823265,1,2,1,6,2,11.3,0,1,0,0
9.0,0.80278,4.09222,0,5,1,20,1,33.9,1,0,0,0
15.0,0.3876075,0.9823265,0,4,1,30,2,11.3,1,0,0,0
2.0,0.780351,2.750649,0,2,0,11,2,22.2,0,1,0,0
5.0,0.892308,4.4213445,1,2,0,7,1,19.9,0,1,0,0
2.0,1.2636,4.4213445,1,1,1,2,2,26.5,0,0,1,0
2.0,0.969612,1.529388,1,1,1,2,2,11.3,0,1,0,0
13.0,2.073464,4.4213445,1,5,0,1,3,33.9,0,0,0,1
15.0,0.586124,2.801876,0,4,1,22,3,33.9,0,0,1,0
2.0,0.68523,0.9823265,1,1,1,0,4,11.3,1,0,0,0
15.0,1.273605,1.681395,0,4,0,26,1,11.3,1,0,0,0
7.0,1.6698,4.4213445,0,3,0,11,2,33.9,0,0,1,0
9.0,0.3876075,0.9823265,0,3,1,14,1,17.1,0,0,0,1
15.0,2.073464,4.4213445,0,4,1,30,4,33.9,1,0,0,0
2.0,1.153776,1.082224,0,2,1,6,4,12.3,0,0,1,0
15.0,0.41184,0.9823265,0,2,1,46,1,11.3,1,0,0,0
2.0,0.3876075,4.33818,0,4,1,11,3,12.0,0,0,0,1
10.0,0.3876075,0.9823265,0,3,1,5,3,19.4,1,0,0,0
10.0,1.972355,1.842645,0,3,1,20,4,17.7,0,0,1,0
2.0,2.073464,4.4213445,0,1,1,21,4,30.5,0,0,0,1
8.0,2.073464,3.72248,0,4,1,5,4,33.9,0,0,1,0
15.0,0.4635,4.0365,0,2,1,24,3,14.3,0,1,0,0
15.0,2.073464,2.92011,0,4,0,23,2,19.5,0,0,0,0
4.0,0.96237,4.4213445,0,3,0,35,2,12.0,1,0,0,0
15.0,0.3876075,0.9823265,0,2,0,39,2,11.3,0,0,1,0
2.0,0.45288,2.69212,1,3,1,28,3,11.3,0,1,0,0
15.0,2.073464,4.14288,0,5,0,25,3,33.9,0,0,0,0
13.0,0.3876075,0.9823265,0,2,0,35,2,11.3,1,0,0,0
2.0,1.370712,4.4213445,0,1,0,2,2,17.8,0,0,0,1
15.0,2.073464,3.57238,0,4,1,57,2,33.9,0,0,1,0
2.0,0.3876075,1.08372,1,2,1,1,2,24.7,0,1,0,0
15.0,0.83328,1.33672,0,4,1,24,2,11.3,0,0,1,0
6.0,0.44091,1.68909,0,5,0,15,3,11.3,1,0,0,0
15.0,2.073464,2.378232,1,4,0,18,2,33.9,0,0,0,0
3.0,0.559416,2.872584,0,2,0,4,3,18.4,1,0,0,0
15.0,1.158924,1.493076,0,1,1,16,3,33.9,1,0,0,0
3.0,1.21085,1.83915,0,4,0,4,4,24.2,1,0,0,0
15.0,2.073464,0.9823265,0,4,1,41,2,27.5,0,1,0,0
15.0,2.073464,4.4213445,0,5,1,41,2,33.9,1,0,0,0
2.0,0.792396,1.484604,1,2,1,4,2,24.0,1,0,0,0
10.0,0.8858,0.9823265,0,2,0,13,2,15.1,0,0,0,0
2.0,1.493625,1.131375,1,3,1,0,4,13.4,1,0,0,0
2.0,1.805672,3.022328,0,1,1,4,2,18.7,0,1,0,0
11.0,0.53424,1.98576,0,5,1,25,2,14.5,0,0,1,0
14.0,1.692184,3.819816,0,4,0,13,3,24.9,1,0,0,0
2.0,0.3876075,1.60578,0,1,1,2,2,11.3,0,0,1,0
15.0,2.073464,4.4213445,0,4,1,29,4,33.9,1,0,0,0
15.0,0.3876075,1.7808,0,5,0,19,2,33.9,0,0,0,0
2.0,1.126548,1.069452,1,1,1,0,3,22.2,1,0,0,0
2.0,0.3876075,4.19136,0,3,1,6,1,19.7,0,0,1,0
3.0,0.45815,0.9823265,1,2,0,8,1,11.3,0,0,1,0
15.0,0.3876075,1.70755,0,5,0,25,2,31.9,1,0,0,0
15.0,0.3876075,0.9823265,0,5,1,25,1,11.3,0,0,0,0
2.0,1.35564,3.38436,1,1,0,1,1,11.7,1,0,0,0
6.0,1.184736,2.751264,0,4,1,9,1,26.9,0,0,1,0
6.0,2.073464,2.195424,0,3,0,10,3,12.8,0,1,0,0
2.0,0.410877,0.9823265,0,1,0,27,2,11.3,0,0,0,0
11.0,1.481025,0.9823265,0,4,0,20,2,19.0,0,0,0,0
15.0,0.3876075,0.9823265,0,3,1,30,2,11.3,0,0,1,0
15.0,2.073464,4.4213445,0,2,1,42,1,30.0,0,0,0,0
2.0,0.6174,2.3226,0,2,1,9,1,19.7,0,0,1,0
3.0,1.777912,4.4213445,1,2,1,8,1,21.2,0,0,1,0
6.0,0.838635,2.584365,0,4,1,7,3,11.3,0,1,0,0
2.0,0.3876075,0.9823265,1,1,1,0,2,11.3,1,0,0,0
2.0,2.073464,3.054216,1,2,1,0,2,32.9,1,0,0,0
15.0,0.3876075,0.9823265,0,5,1,49,1,11.3,0,0,0,0
15.0,2.073464,4.4213445,0,4,1,20,2,33.9,1,0,0,0
2.0,0.3876075,0.9823265,1,2,0,9,3,11.3,1,0,0,0
2.0,0.86982,2.18218,0,1,1,14,1,12.8,0,0,0,0
15.0,2.073464,4.4213445,0,4,0,19,2,33.9,0,0,0,0
2.0,1.075968,1.228032,0,5,1,15,3,21.1,0,0,0,1
11.0,2.073464,3.24324,0,2,1,7,5,29.2,0,0,0,0
15.0,2.073464,3.36105,0,1,0,24,4,33.9,0,0,0,1
15.0,0.889746,4.4213445,0,3,1,26,4,33.9,0,1,0,0
3.0,0.479682,2.922318,0,1,1,10,2,26.8,0,0,0,1
8.0,0.535428,1.966572,0,2,0,15,3,11.3,1,0,0,0
5.0,2.073464,1.459584,0,3,1,14,2,11.3,1,0,0,0
11.0,0.720834,3.053166,0,5,1,48,2,19.5,0,0,0,0
15.0,2.073464,2.3258,0,5,1,22,2,33.9,0,0,0,0
2.0,0.969969,3.229031,1,1,0,1,2,11.3,0,1,0,0
2.0,0.3876075,0.9823265,0,2,1,3,1,12.4,0,1,0,0
15.0,2.073464,4.4213445,0,5,1,30,3,33.9,0,1,0,0
5.0,1.03155,2.41845,0,3,0,11,2,11.3,0,1,0,0
2.0,0.53568,1.32432,0,4,1,7,1,13.8,0,0,1,0
2.0,1.954448,3.243552,0,1,1,1,1,11.3,0,0,1,0
7.0,0.651112,1.504888,0,2,1,4,1,13.4,0,0,0,0
7.0,0.3876075,0.9823265,0,5,0,21,1,11.3,0,0,0,0
2.0,0.753744,1.214256,1,1,1,1,3,11.3,0,1,0,0
8.0,2.073464,4.4213445,0,3,1,27,4,33.9,0,1,0,0
15.0,0.3876075,0.9823265,0,4,1,21,1,11.3,0,0,1,0
15.0,0.3876075,0.9823265,0,4,0,27,3,11.3,0,0,0,0
15.0,2.073464,4.4213445,0,4,0,17,2,11.3,0,0,1,0
5.0,0.3876075,0.9823265,0,2,1,22,5,12.8,1,0,0,0
3.0,0.5832,1.5768,0,3,1,6,2,15.8,1,0,0,0
2.0,0.3876075,1.11254,0,3,1,4,2,16.3,1,0,0,0
15.0,2.073464,4.4213445,0,2,1,47,2,32.0,1,0,0,0
9.0,2.073464,4.4213445,0,2,1,16,1,33.9,0,0,0,1
15.0,0.78008,1.17992,0,2,1,51,2,11.3,1,0,0,0
15.0,2.073464,2.74071,0,5,1,35,3,24.8,0,0,0,0
3.0,1.44584,1.96416,0,3,1,31,3,15.4,1,0,0,0
7.0,0.760368,1.502632,0,3,0,13,1,13.5,0,0,0,0
4.0,0.391996,0.9823265,0,1,0,5,2,12.0,1,0,0,0
15.0,1.544634,1.146366,0,4,1,45,2,16.1,1,0,0,0
2.0,0.3876075,0.9823265,0,1,1,4,3,11.3,0,0,1,0
6.0,0.578088,0.9823265,0,2,1,16,2,27.7,0,0,1,0
15.0,0.3876075,0.9823265,0,5,0,28,3,11.3,0,0,0,0
2.0,0.778379,2.910621,1,2,1,6,3,11.7,0,1,0,0
3.0,0.3876075,4.21344,0,1,1,12,3,19.8,0,1,0,0
14.0,2.073464,3.0429,0,5,1,21,1,33.9,0,0,1,0
2.0,2.073464,3.03129,1,3,1,5,4,15.2,0,0,0,1
15.0,0.3876075,1.463904,0,3,0,27,2,11.3,0,0,0,0
2.0,0.79866,1.81134,0,2,0,9,5,11.3,1,0,0,0
10.0,2.073464,1.734432,0,4,0,12,3,33.9,1,0,0,0
4.0,1.324188,4.4213445,1,3,1,8,2,11.3,1,0,0,0
2.0,0.461472,1.746528,0,5,1,4,2,17.3,1,0,0,0
15.0,2.073464,4.220832,0,5,0,20,1,14.8,0,1,0,0
15.0,0.3876075,0.9823265,0,3,0,33,2,11.3,0,0,1,0
2.0,1.9074,4.4213445,1,2,1,6,2,32.0,0,0,1,0
15.0,0.3876075,0.9823265,0,4,0,27,2,28.0,1,0,0,0
2.0,2.073464,4.4213445,1,1,0,10,1,11.3,0,0,0,1
15.0,0.3876075,3.462102,0,4,0,6,3,33.2,0,1,0,0
7.0,0.3876075,1.929609,0,3,1,6,2,11.3,0,0,0,0
5.0,2.073464,4.4213445,0,5,1,12,2,33.9,1,0,0,0
2.0,1.1529,0.9823265,0,1,0,12,1,11.3,0,0,1,0
3.0,0.3876075,4.4213445,0,2,1,26,3,33.9,0,0,0,1
2.0,1.315578,0.9823265,0,3,1,15,3,11.3,0,1,0,0
15.0,0.391248,2.572752,0,5,1,31,2,26.6,0,1,0,0
2.0,0.3876075,0.9823265,0,3,1,3,3,11.3,0,0,1,0
12.0,0.3876075,0.9823265,0,2,0,36,6,11.3,0,1,0,0
15.0,1.09032,4.4213445,0,5,1,43,2,23.4,0,1,0,0
2.0,1.271248,1.456752,0,2,0,3,1,19.7,0,0,1,0
10.0,1.1322,0.9823265,0,1,1,48,3,23.7,1,0,0,0
4.0,2.073464,2.701215,0,5,1,16,1,19.5,1,0,0,0
2.0,2.073464,3.1605,0,2,0,5,2,15.9,0,0,0,1
15.0,0.859254,2.242746,0,4,0,14,5,31.8,0,1,0,0
7.0,2.073464,3.819126,0,3,1,9,1,21.0,0,1,0,0
15.0,0.705376,0.9823265,0,5,0,31,1,11.3,1,0,0,0
4.0,0.511485,1.165515,0,4,0,12,1,22.6,1,0,0,0
15.0,2.073464,4.4213445,0,3,1,28,5,33.9,0,1,0,0
15.0,0.75429,0.9823265,0,2,0,44,1,11.3,0,0,0,0
2.0,0.873655,4.4213445,0,1,1,5,4,33.9,0,0,1,0
10.0,0.407808,1.896192,0,3,1,16,2,33.9,0,1,0,0
15.0,1.423719,0.9823265,0,4,1,39,3,11.3,0,1,0,0
15.0,0.862752,0.9823265,0,2,1,17,2,20.0,0,0,0,0
12.0,1.13652,4.4213445,0,4,1,30,2,33.9,0,1,0,0
2.0,0.3876075,4.4213445,0,1,0,7,2,33.9,0,0,0,1
8.0,0.397996,4.4213445,0,4,0,23,3,31.1,0,0,0,1
2.0,0.91188,0.9823265,1,1,1,0,1,11.3,1,0,0,0
15.0,2.073464,4.4213445,0,4,1,29,3,33.9,1,0,0,0
11.0,0.732336,0.9823265,0,4,1,14,1,23.8,1,0,0,0
2.0,0.820743,1.720257,1,2,1,8,2,18.1,0,0,1,0
2.0,0.811072,0.9823265,1,1,1,3,4,11.3,0,0,0,0
3.0,0.3876075,1.03356,0,4,0,4,2,11.6,1,0,0,0
11.0,1.01707,2.82093,0,3,1,20,1,23.2,1,0,0,0
2.0,1.778019,1.324981,1,1,1,3,1,12.8,0,1,0,0
15.0,0.3876075,1.760704,0,3,1,37,1,11.3,0,1,0,0
2.0,0.89262,0.9823265,1,1,1,1,1,11.3,1,0,0,0
15.0,0.3876075,0.9823265,0,4,1,23,1,11.3,1,0,0,0
2.0,2.073464,4.4213445,1,3,1,8,1,29.5,1,0,0,0
4.0,1.941808,2.172192,0,2,0,5,2,12.5,0,1,0,0
15.0,0.394128,0.9823265,0,2,1,30,1,11.3,0,0,1,0
6.0,1.476072,1.760928,1,3,1,19,3,18.3,1,0,0,0
2.0,0.3876075,4.4213445,0,2,1,5,1,19.6,0,0,1,0
13.0,0.3876075,0.9823265,0,3,0,38,2,11.3,1,0,0,0
13.0,0.752128,0.9823265,0,2,1,13,4,28.0,0,1,0,0
10.0,0.3876075,0.9823265,0,4,0,26,2,12.3,0,0,0,0
5.0,0.41602,0.9823265,0,2,1,16,2,11.3,1,0,0,0
8.0,2.073464,4.4213445,1,3,1,28,3,33.9,0,0,1,0
4.0,0.3876075,0.9823265,0,1,0,5,1,11.3,1,0,0,0
5.0,0.533466,1.464534,0,3,1,15,2,11.3,0,0,1,0
9.0,2.073464,3.012672,1,4,0,17,1,21.4,1,0,0,0
15.0,2.073464,4.4213445,0,4,1,12,1,33.9,0,1,0,0
6.0,0.61152,3.75648,0,4,0,11,1,21.6,1,0,0,0
2.0,0.56628,2.86572,1,1,0,2,3,11.7,1,0,0,0
8.0,2.073464,4.4213445,1,3,1,2,2,15.2,0,0,0,0
2.0,0.662904,0.9823265,1,3,1,5,2,11.3,1,0,0,0
2.0,0.47564,2.05436,1,3,0,4,5,11.3,0,0,0,1
2.0,0.3876075,1.124448,0,4,1,2,1,14.3,0,0,0,0
2.0,1.898424,1.297576,0,2,0,13,3,11.3,0,0,0,0
11.0,1.254,1.121,0,3,1,18,1,11.3,0,0,1,0
2.0,1.587168,1.580832,0,4,1,4,4,11.3,1,0,0,0
4.0,2.073464,4.4213445,1,3,1,14,2,33.9,0,0,1,0
15.0,2.073464,4.4213445,0,5,1,13,4,33.9,1,0,0,0
6.0,1.390608,0.9823265,0,4,0,3,1,11.3,1,0,0,0
5.0,1.740928,4.4213445,1,5,1,24,1,14.7,0,0,0,0
2.0,0.778941,2.984059,0,1,1,16,3,20.9,1,0,0,0
15.0,0.3876075,0.9823265,0,5,1,19,2,20.6,0,0,0,0
2.0,0.3876075,0.988281,0,1,1,4,3,11.3,0,0,0,0
2.0,0.3876075,0.9823265,1,1,0,0,3,12.7,1,0,0,0
